Date,SMR,OKLO,NNE,NNE weight,OKLO weight,SMR weight,weightedReturn
2023-07-28,1.029197122465219,0.9990328598903034,0.0,0.0,0.5,0.5,1.0141149911777612
2023-07-31,1.0751772650542222,1.0,0.0,0.0,0.5,0.5,1.037588632527111
2023-08-01,0.9894459202491732,1.0,0.0,0.0,0.5,0.5,0.9947229601245866
2023-08-02,0.9693333307902018,1.0019361527503765,0.0,0.0,0.5,0.5,0.9856347417702891
2023-08-03,0.9766162205309552,1.0,0.0,0.0,0.5,0.5,0.9883081102654776
2023-08-04,1.0408450655983543,0.9990337943465452,0.0,0.0,0.5,0.5,1.0199394299724498
2023-08-07,0.9539919239657005,1.0009671401096965,0.0,0.0,0.5,0.5,0.9774795320376986
2023-08-08,0.9801417958106238,0.9980675886930903,0.0,0.0,0.5,0.5,0.989104692251857
2023-08-09,1.0014472111581278,1.0,0.0,0.0,0.5,0.5,1.000723605579064
2023-08-10,1.0216763141204712,1.0009680763751883,0.0,0.0,0.5,0.5,1.0113221952478297
2023-08-11,1.0183875013362569,1.0009671401096965,0.0,0.0,0.5,0.5,1.0096773207229766
2023-08-14,0.9916666743931949,0.9980675886930903,0.0,0.0,0.5,0.5,0.9948671315431425
2023-08-15,0.9789915828890255,1.0,0.0,0.0,0.5,0.5,0.9894957914445128
2023-08-16,0.9985694202615005,1.0,0.0,0.0,0.5,0.5,0.9992847101307503
2023-08-17,0.9613180544142244,1.0,0.0,0.0,0.5,0.5,0.9806590272071122
2023-08-18,0.9940387538560919,1.0,0.0,0.0,0.5,0.5,0.997019376928046
2023-08-21,0.9790105150098614,1.0009680763751883,0.0,0.0,0.5,0.5,0.9899892956925248
2023-08-22,0.9540581652226826,0.9990328598903034,0.0,0.0,0.5,0.5,0.976545512556493
2023-08-23,0.9791332080187937,1.0019361527503765,0.0,0.0,0.5,0.5,0.9905346803845851
2023-08-24,0.9540984037133264,1.0009661135110122,0.0,0.0,0.5,0.5,0.9775322586121693
2023-08-25,1.005154593141984,0.9980695458733471,0.0,0.0,0.5,0.5,1.0016120695076656
2023-08-28,1.0290598425752664,1.0009671401096965,0.0,0.0,0.5,0.5,1.0150134913424815
2023-08-29,0.9966777440216145,1.0,0.0,0.0,0.5,0.5,0.9983388720108073
2023-08-30,1.0016667048136394,1.0009661135110122,0.0,0.0,0.5,0.5,1.001316409162326
2023-08-31,0.9933443532168338,1.0,0.0,0.0,0.5,0.5,0.9966721766084169
2023-09-01,1.0485762895949575,0.9980695458733471,0.0,0.0,0.5,0.5,1.0233229177341523
2023-09-05,0.9904152687822798,0.9990328598903034,0.0,0.0,0.5,0.5,0.9947240643362916
2023-09-06,0.9435484007419587,1.0029041368047202,0.0,0.0,0.5,0.5,0.9732262687733395
2023-09-07,1.0119658415047057,0.9971042727832664,0.0,0.0,0.5,0.5,1.0045350571439862
2023-09-08,1.0,1.0029041368047202,0.0,0.0,0.5,0.5,1.0014520684023602
2023-09-11,1.0,1.0,0.0,0.0,0.5,0.5,1.0
2023-09-12,1.0439188764685698,1.0019305461801615,0.0,0.0,0.5,0.5,1.0229247113243658
2023-09-13,1.0291262637824654,1.0,0.0,0.0,0.5,0.5,1.0145631318912327
2023-09-14,0.9685534147950121,0.998073173647094,0.0,0.0,0.5,0.5,0.9833132942210531
2023-09-15,0.9740259981533397,0.9971042727832664,0.0,0.0,0.5,0.5,0.985565135468303
2023-09-18,0.918333371480306,1.0019361527503765,0.0,0.0,0.5,0.5,0.9601347621153413
2023-09-19,1.0290380836235606,0.9990337943465452,0.0,0.0,0.5,0.5,1.0140359389850528
2023-09-20,0.9770722905305692,1.0009671401096965,0.0,0.0,0.5,0.5,0.9890197153201328
2023-09-21,0.9584837507838979,1.0,0.0,0.0,0.5,0.5,0.979241875391949
2023-09-22,0.9868172933303772,1.0,0.0,0.0,0.5,0.5,0.9934086466651886
2023-09-25,0.9866412790301933,1.0,0.0,0.0,0.5,0.5,0.9933206395150966
2023-09-26,0.9806576589638559,1.0019323191644671,0.0,0.0,0.5,0.5,0.9912949890641616
2023-09-27,1.0138066454544676,0.9990356577635298,0.0,0.0,0.5,0.5,1.0064211516089987
2023-09-28,0.9844358121042611,1.0009652730900807,0.0,0.0,0.5,0.5,0.9927005425971709
2023-09-29,0.9683794764384486,0.998071407491797,0.0,0.0,0.5,0.5,0.9832254419651227
2023-10-02,0.9204081920622185,0.9980675886930903,0.0,0.0,0.5,0.5,0.9592378903776544
2023-10-03,1.0997782231547037,1.0,0.0,0.0,0.5,0.5,1.0498891115773519
2023-10-04,0.943548345230869,0.9990319236248117,0.0,0.0,0.5,0.5,0.9712901344278404
2023-10-05,1.0,1.0,0.0,0.0,0.5,0.5,1.0
2023-10-06,1.228632523698451,1.0,0.0,0.0,0.5,0.5,1.1143162618492255
2023-10-09,0.9426087089206862,0.9980620634999257,0.0,0.0,0.5,0.5,0.9703353862103059
2023-10-10,1.053505527264,1.002912595380161,0.0,0.0,0.5,0.5,1.0282090613220805
2023-10-11,1.0052538936551263,1.0,0.0,0.0,0.5,0.5,1.0026269468275633
2023-10-12,0.9547038741442267,1.0,0.0,0.0,0.5,0.5,0.9773519370721133
2023-10-13,1.0547445601625354,0.9970958631952799,0.0,0.0,0.5,0.5,1.0259202116789077
2023-10-16,1.017301020934718,1.0,0.0,0.0,0.5,0.5,1.0086505104673589
2023-10-17,0.9540816367905486,1.0009708959899661,0.0,0.0,0.5,0.5,0.9775262663902573
2023-10-18,0.8983956937440751,1.0009698617653298,0.0,0.0,0.5,0.5,0.9496827777547024
2023-10-19,0.8849206491873048,0.9980620634999257,0.0,0.0,0.5,0.5,0.9414913563436152
2023-10-20,0.8520179192408923,1.0019416993901946,0.0,0.0,0.5,0.5,0.9269798093155435
2023-10-23,0.9078947607830293,1.0,0.0,0.0,0.5,0.5,0.9539473803915146
2023-10-24,1.0637681233534866,0.9990310779551153,0.0,0.0,0.5,0.5,1.031399600654301
2023-10-25,0.9536784542888578,1.0,0.0,0.0,0.5,0.5,0.9768392271444288
2023-10-26,1.0114285605294364,1.0009698617653298,0.0,0.0,0.5,0.5,1.0061992111473832
2023-10-27,0.9039548254708633,0.9970930490447362,0.0,0.0,0.5,0.5,0.9505239372577997
2023-10-30,0.9593749648425733,1.0004859197725418,0.0,0.0,0.5,0.5,0.9799304423075575
2023-10-31,1.1009772599150096,1.0024283262112683,0.0,0.0,0.5,0.5,1.0517027930631389
2023-11-01,0.9201182810049244,0.9990310779551153,0.0,0.0,0.5,0.5,0.9595746794800198
2023-11-02,1.118971104970491,0.9990300457347403,0.0,0.0,0.5,0.5,1.0590005753526155
2023-11-03,0.9913793186134069,1.0,0.0,0.0,0.5,0.5,0.9956896593067035
2023-11-06,0.9449275204074207,1.0009708959899661,0.0,0.0,0.5,0.5,0.9729492081986935
2023-11-07,0.9846625912691555,0.9990300457347403,0.0,0.0,0.5,0.5,0.9918463185019479
2023-11-08,0.9657320460413752,0.9990291040100338,0.0,0.0,0.5,0.5,0.9823805750257044
2023-11-09,0.6709677379659756,1.0,0.0,0.0,0.5,0.5,0.8354838689829878
2023-11-10,1.0048076878990646,1.0009718395450835,0.0,0.0,0.5,0.5,1.0028897637220742
2023-11-13,1.105263175906718,0.9990291040100338,0.0,0.0,0.5,0.5,1.0521461399583758
2023-11-14,1.0606061075203828,1.0009718395450835,0.0,0.0,0.5,0.5,1.0307889735327331
2023-11-15,1.09387755697839,1.002912595380161,0.0,0.0,0.5,0.5,1.0483950761792755
2023-11-16,0.8619402556861273,0.9990319236248117,0.0,0.0,0.5,0.5,0.9304860896554695
2023-11-17,1.0822511090592664,0.9990310779551153,0.0,0.0,0.5,0.5,1.0406410935071908
2023-11-20,1.0239999771118165,1.0009698617653298,0.0,0.0,0.5,0.5,1.012484919438573
2023-11-21,0.9687500291038311,1.0009690144551895,0.0,0.0,0.5,0.5,0.9848595217795103
2023-11-22,1.0362902876923907,1.0014521145627824,0.0,0.0,0.5,0.5,1.0188712011275864
2023-11-24,1.1011673140921805,0.9995166636721263,0.0,0.0,0.5,0.5,1.0503419888821535
2023-11-27,0.9858657374800757,0.9990328598903034,0.0,0.0,0.5,0.5,0.9924492986851896
2023-11-28,0.9569892877420034,1.0,0.0,0.0,0.5,0.5,0.9784946438710017
2023-11-29,1.0337078320590292,1.0019361527503765,0.0,0.0,0.5,0.5,1.017821992404703
2023-11-30,1.0036231849629746,1.0,0.0,0.0,0.5,0.5,1.0018115924814874
2023-12-01,1.0974729179731633,1.0028985248179219,0.0,0.0,0.5,0.5,1.0501857213955426
2023-12-04,1.0361842548995803,0.9971098523467784,0.0,0.0,0.5,0.5,1.0166470536231793
2023-12-05,0.9777777239548903,0.9990337943465452,0.0,0.0,0.5,0.5,0.9884057591507177
2023-12-06,1.0097402506924975,1.0019341879878358,0.0,0.0,0.5,0.5,1.0058372193401666
2023-12-07,1.0096463700386797,1.0009652730900807,0.0,0.0,0.5,0.5,1.0053058215643802
2023-12-08,1.0286623920899705,0.9990356577635298,0.0,0.0,0.5,0.5,1.01384902492675
2023-12-11,0.9566563145271023,1.0019305461801615,0.0,0.0,0.5,0.5,0.9792934303536319
2023-12-12,0.9190938488853623,1.0086705348358023,0.0,0.0,0.5,0.5,0.9638821918605822
2023-12-13,1.1232394907143937,1.0124164385029009,0.0,0.0,0.5,0.5,1.0678279646086473
2023-12-14,1.0909090773201153,0.9981131644298207,0.0,0.0,0.5,0.5,1.044511120874968
2023-12-15,1.0172413627731862,0.9810964262091337,0.0,0.0,0.5,0.5,0.99916889449116
2023-12-18,0.960452014690895,1.0240847781545006,0.0,0.0,0.5,0.5,0.9922683964226978
2023-12-19,1.0588234716633216,1.0009407552939018,0.0,0.0,0.5,0.5,1.0298821134786116
2023-12-20,0.9138889025022958,0.9990601288948161,0.0,0.0,0.5,0.5,0.9564745156985559
2023-12-21,0.9969604891856519,1.0009407552939018,0.0,0.0,0.5,0.5,0.9989506222397768
2023-12-22,1.0,0.9962406052103062,0.0,0.0,0.5,0.5,0.998120302605153
2023-12-26,1.0274389984616914,1.002830163385997,0.0,0.0,0.5,0.5,1.0151345809238443
